index,time_ns,value,count,values
1213,2918719876253,34929.0,16,34929.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1214,2918720247587,34940.0,16,34940.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1215,2918720530920,34961.0,16,34961.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1216,2918922823019,34984.0,16,34984.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1217,2918923220353,35001.0,16,35001.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1218,2918923511020,35021.0,16,35021.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1219,2918923785020,35039.0,16,35039.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1220,2918924056353,35063.0,16,35063.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1221,2919123257117,35084.0,16,35084.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1222,2919123655784,35116.0,16,35116.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1223,2919123931784,35142.0,16,35142.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1224,2919124205118,35172.0,16,35172.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1225,2919124479118,35195.0,16,35195.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1226,2919124753118,35229.0,16,35229.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1227,2919340557890,35228.0,16,35228.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1228,2919340955223,35186.0,16,35186.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1229,2919341235224,35140.0,16,35140.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1230,2919341528557,35123.0,16,35123.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1231,2919341803890,35120.0,16,35120.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1232,2919526787314,35129.0,16,35129.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1233,2919527185314,35152.0,16,35152.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1234,2919527525981,35168.0,16,35168.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1235,2919528101315,35187.0,16,35187.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1236,2919528651982,35207.0,16,35207.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1237,2919729159413,35218.0,16,35218.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1238,2919729615413,35236.0,16,35236.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1239,2919729898080,35266.0,16,35266.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1240,2919730265413,35281.0,16,35281.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1241,2919730562080,35305.0,16,35305.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1242,2919932770846,35320.0,16,35320.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1243,2919933184846,35346.0,16,35346.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1244,2919935903514,35329.0,16,35329.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1245,2919936231514,35278.0,16,35278.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1246,2919936528848,35237.0,16,35237.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1247,2920136086278,35212.0,16,35212.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1248,2920137592946,35208.0,16,35208.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1249,2920137910279,35214.0,16,35214.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1250,2920138190279,35232.0,16,35232.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1251,2920138467613,35238.0,16,35238.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1252,2920354557718,35252.0,16,35252.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1253,2920354978385,35263.0,16,35263.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1254,2920355257719,35283.0,16,35283.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1255,2920355545052,35308.0,16,35308.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1256,2920355825052,35326.0,16,35326.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1257,2920538909808,35340.0,16,35340.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1258,2920539337809,35353.0,16,35353.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1259,2920539619809,35383.0,16,35383.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1260,2920539897142,35396.0,16,35396.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1261,2920540261809,35348.0,16,35348.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1262,2920742401908,35283.0,16,35283.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1263,2920742787908,35227.0,16,35227.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1264,2920743078575,35195.0,16,35195.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1265,2920743392575,35188.0,16,35188.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1266,2920743669908,35190.0,16,35190.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1267,2920944833340,35202.0,16,35202.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1268,2920945228673,35206.0,16,35206.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1269,2920945552007,35231.0,16,35231.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1270,2920945866674,35230.0,16,35230.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1271,2920946161340,35234.0,16,35234.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1272,2920946441341,35244.0,16,35244.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1273,2921147281439,35263.0,16,35263.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1274,2921147684772,35278.0,16,35278.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1275,2921147965439,35286.0,16,35286.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1276,2921148242773,35286.0,16,35286.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1277,2921148520106,35224.0,16,35224.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1278,2921364780878,35143.0,16,35143.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1279,2921365226878,35083.0,16,35083.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1280,2921366168212,35054.0,16,35054.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1281,2921366466879,35040.0,16,35040.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1282,2921367494880,35039.0,16,35039.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1283,2921552222970,35036.0,16,35036.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1284,2921552636303,35040.0,16,35040.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1285,2921552915637,35046.0,16,35046.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1286,2921553216970,35045.0,16,35045.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1287,2921553490970,35057.0,16,35057.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1288,2921754539069,35064.0,16,35064.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1289,2921754947069,35069.0,16,35069.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1290,2921755226402,35094.0,16,35094.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1291,2921755780402,35107.0,16,35107.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1292,2921756318403,35093.0,16,35093.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1293,2921955945834,35008.0,16,35008.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1294,2921956396500,34936.0,16,34936.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1295,2921956676501,34864.0,16,34864.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1296,2921956951167,34824.0,16,34824.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1297,2921957225168,34816.0,16,34816.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1298,2922157327265,34813.0,16,34813.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1299,2922157751932,34816.0,16,34816.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1300,2922158035266,34810.0,16,34810.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1301,2922158312599,34820.0,16,34820.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1302,2922158588599,34817.0,16,34817.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1303,2922380833374,34823.0,16,34823.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1304,2922381238708,34831.0,16,34831.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1305,2922381560041,34844.0,16,34844.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1306,2922381854042,34877.0,16,34877.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1307,2922382140042,34890.0,16,34890.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1308,2922563138797,34896.0,16,34896.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1309,2922563550130,34835.0,16,34835.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1310,2922563834130,34745.0,16,34745.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1311,2922564112797,34672.0,16,34672.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1312,2922565128798,34623.0,16,34623.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1313,2922766701563,34601.0,16,34601.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1314,2922767132896,34600.0,16,34600.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1315,2922767410896,34608.0,16,34608.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1316,2922767699563,34603.0,16,34603.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1317,2922767978897,34608.0,16,34608.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1318,2922768252897,34601.0,16,34601.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1319,2922968032328,34611.0,16,34611.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1320,2922968436995,34628.0,16,34628.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1321,2922968750995,34638.0,16,34638.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1322,2922969028995,34665.0,16,34665.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1323,2922969322995,34692.0,16,34692.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1324,2923171533094,34718.0,16,34718.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1325,2923172909094,34740.0,16,34740.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1326,2923173230428,34759.0,16,34759.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1327,2923173509095,34715.0,16,34715.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1328,2923173781762,34636.0,16,34636.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1329,2923391089201,34560.0,16,34560.0;-32645.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1330,2923391479868,34513.0,16,34513.0;-32645.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1331,2923391759201,34501.0,16,34501.0;-32645.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1332,2923392034535,34499.0,16,34499.0;-32645.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1333,2923392326535,34512.0,16,34512.0;-32645.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1334,2923580839960,34516.0,16,34516.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1335,2923581242627,34522.0,16,34522.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1336,2923581519961,34524.0,16,34524.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1337,2923581792627,34548.0,16,34548.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1338,2923582068628,34560.0,16,34560.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1339,2923781780725,34585.0,16,34585.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1340,2923782198725,34621.0,16,34621.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1341,2923782478059,34636.0,16,34636.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1342,2923783057392,34670.0,16,34670.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1343,2923787327394,34700.0,16,34700.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1344,2923981155489,34732.0,16,34732.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1345,2923981563489,34766.0,16,34766.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1346,2923981839489,34755.0,16,34755.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1347,2923982124823,34699.0,16,34699.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1348,2923982396823,34606.0,16,34606.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1349,2924185514922,34540.0,16,34540.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1350,2924185933589,34507.0,16,34507.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1351,2924186222923,34492.0,16,34492.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1352,2924186502923,34503.0,16,34503.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1353,2924186781589,34520.0,16,34520.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1354,2924400160360,34524.0,16,34524.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1355,2924400559694,34524.0,16,34524.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1356,2924400846361,34530.0,16,34530.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1357,2924401124361,34548.0,16,34548.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1358,2924401417694,34559.0,16,34559.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1359,2924588895119,34580.0,16,34580.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1360,2924589255119,34611.0,16,34611.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1361,2924589519119,34629.0,16,34629.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1362,2924589763120,34668.0,16,34668.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1363,2924590107120,34695.0,16,34695.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1364,2924590379120,34731.0,16,34731.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1365,2924790981885,34742.0,16,34742.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1366,2924791392551,34697.0,16,34697.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1367,2924791672552,34605.0,16,34605.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1368,2924791947885,34525.0,16,34525.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1369,2924792231885,34478.0,16,34478.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1370,2924993351983,34451.0,16,34451.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1371,2924993733984,34444.0,16,34444.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1372,2924994007984,34453.0,16,34453.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1373,2924994263984,34472.0,16,34472.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1374,2924994519984,34469.0,16,34469.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1375,2925194700082,34456.0,16,34456.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1376,2925195818082,34470.0,16,34470.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1377,2925196113416,34484.0,16,34484.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
